500@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
550@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
600@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
650@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
700@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
750@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
800@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
850@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
900@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
950@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1000@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1050@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1100@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1150@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1200@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1250@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1300@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1350@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1400@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1450@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1500@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1550@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1600@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1650@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1700@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1750@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1800@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1850@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1900@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
1950@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2000@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2050@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2100@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2150@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2200@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2250@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2300@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2350@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2400@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2450@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2500@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2550@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2600@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2650@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2700@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2750@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2800@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2850@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2900@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
2950@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3000@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3050@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3100@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3150@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3200@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3250@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3300@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3350@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3400@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3450@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3500@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3550@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3600@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3650@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3700@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3750@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3800@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3850@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3900@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
3950@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4000@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4050@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4100@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4150@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4200@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4250@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4300@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4350@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4400@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4450@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4500@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4550@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4600@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4650@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4700@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4750@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4800@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4850@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4900@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
4950@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
5000@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
5050@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
5100@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
5150@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
5200@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
5250@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
5300@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
5350@[5, 17, 26, 27, 33, 36, 39, 40, 42, 51, 57]
